  0%|                                                                       | 0/16200 [00:00<?, ?it/s]/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
{'loss': 2.5664, 'grad_norm': 6.667051315307617, 'learning_rate': 9.95925925925926e-05, 'epoch': 1.51}
{'loss': 2.4812, 'grad_norm': 7.6701154708862305, 'learning_rate': 9.954320987654322e-05, 'epoch': 1.51}
{'loss': 1.9544, 'grad_norm': 4.076060771942139, 'learning_rate': 9.948148148148148e-05, 'epoch': 1.51}
{'loss': 3.1333, 'grad_norm': 8.42214298248291, 'learning_rate': 9.941975308641975e-05, 'epoch': 1.51}
{'loss': 2.8865, 'grad_norm': 5.35686731338501, 'learning_rate': 9.935802469135803e-05, 'epoch': 1.51}
{'loss': 3.5848, 'grad_norm': 8.013984680175781, 'learning_rate': 9.92962962962963e-05, 'epoch': 1.51}
{'loss': 3.3789, 'grad_norm': 6.231503486633301, 'learning_rate': 9.923456790123458e-05, 'epoch': 1.51}
{'loss': 2.8514, 'grad_norm': 7.615835666656494, 'learning_rate': 9.917283950617285e-05, 'epoch': 1.51}
{'loss': 2.3314, 'grad_norm': 5.381460666656494, 'learning_rate': 9.911111111111112e-05, 'epoch': 1.51}
{'loss': 3.0525, 'grad_norm': 4.393453598022461, 'learning_rate': 9.904938271604938e-05, 'epoch': 1.52}
{'loss': 2.6705, 'grad_norm': 5.301303863525391, 'learning_rate': 9.898765432098766e-05, 'epoch': 1.52}
{'loss': 3.3041, 'grad_norm': 12.200675010681152, 'learning_rate': 9.892592592592593e-05, 'epoch': 1.52}
{'loss': 2.925, 'grad_norm': 4.95964241027832, 'learning_rate': 9.88641975308642e-05, 'epoch': 1.52}
{'loss': 2.9427, 'grad_norm': 4.5863447189331055, 'learning_rate': 9.880246913580248e-05, 'epoch': 1.52}
{'loss': 2.9919, 'grad_norm': 5.1499528884887695, 'learning_rate': 9.874074074074074e-05, 'epoch': 1.52}
{'loss': 2.9476, 'grad_norm': 5.17536735534668, 'learning_rate': 9.867901234567901e-05, 'epoch': 1.52}
{'loss': 2.1243, 'grad_norm': 4.376731872558594, 'learning_rate': 9.861728395061729e-05, 'epoch': 1.52}
{'loss': 2.662, 'grad_norm': 5.262794017791748, 'learning_rate': 9.855555555555556e-05, 'epoch': 1.52}
{'loss': 2.9639, 'grad_norm': 5.25671911239624, 'learning_rate': 9.849382716049383e-05, 'epoch': 1.52}
{'loss': 2.776, 'grad_norm': 4.594629287719727, 'learning_rate': 9.843209876543211e-05, 'epoch': 1.52}
{'loss': 2.7395, 'grad_norm': 5.054198265075684, 'learning_rate': 9.837037037037038e-05, 'epoch': 1.53}
{'loss': 2.5437, 'grad_norm': 4.318439960479736, 'learning_rate': 9.830864197530864e-05, 'epoch': 1.53}
{'loss': 2.8575, 'grad_norm': 4.503694534301758, 'learning_rate': 9.824691358024692e-05, 'epoch': 1.53}
{'loss': 3.3964, 'grad_norm': 6.290829658508301, 'learning_rate': 9.818518518518519e-05, 'epoch': 1.53}
{'loss': 2.4208, 'grad_norm': 5.8201165199279785, 'learning_rate': 9.812345679012346e-05, 'epoch': 1.53}
{'loss': 2.4347, 'grad_norm': 4.256030082702637, 'learning_rate': 9.806172839506174e-05, 'epoch': 1.53}
{'loss': 2.8057, 'grad_norm': 6.033120155334473, 'learning_rate': 9.8e-05, 'epoch': 1.53}
{'loss': 2.878, 'grad_norm': 8.515059471130371, 'learning_rate': 9.793827160493828e-05, 'epoch': 1.53}
{'loss': 3.0854, 'grad_norm': 5.343039035797119, 'learning_rate': 9.787654320987654e-05, 'epoch': 1.53}
{'loss': 2.9636, 'grad_norm': 3.5790956020355225, 'learning_rate': 9.781481481481482e-05, 'epoch': 1.53}
{'loss': 2.462, 'grad_norm': 4.393999099731445, 'learning_rate': 9.775308641975309e-05, 'epoch': 1.54}
{'loss': 2.7319, 'grad_norm': 5.34478759765625, 'learning_rate': 9.769135802469137e-05, 'epoch': 1.54}
{'loss': 2.9086, 'grad_norm': 5.790796756744385, 'learning_rate': 9.762962962962964e-05, 'epoch': 1.54}
{'loss': 3.439, 'grad_norm': 7.8890557289123535, 'learning_rate': 9.75679012345679e-05, 'epoch': 1.54}
{'loss': 3.0328, 'grad_norm': 4.268129348754883, 'learning_rate': 9.750617283950619e-05, 'epoch': 1.54}
{'loss': 3.0443, 'grad_norm': 6.001567363739014, 'learning_rate': 9.744444444444445e-05, 'epoch': 1.54}
{'loss': 3.0434, 'grad_norm': 5.386470794677734, 'learning_rate': 9.738271604938272e-05, 'epoch': 1.54}
{'loss': 3.3582, 'grad_norm': 5.069033145904541, 'learning_rate': 9.7320987654321e-05, 'epoch': 1.54}
{'loss': 2.8481, 'grad_norm': 4.001532077789307, 'learning_rate': 9.725925925925926e-05, 'epoch': 1.54}
{'loss': 3.0401, 'grad_norm': 9.831332206726074, 'learning_rate': 9.719753086419754e-05, 'epoch': 1.54}
{'loss': 3.1081, 'grad_norm': 4.741168022155762, 'learning_rate': 9.71358024691358e-05, 'epoch': 1.54}
{'loss': 2.5868, 'grad_norm': 4.71490478515625, 'learning_rate': 9.707407407407409e-05, 'epoch': 1.55}
{'loss': 3.0205, 'grad_norm': 4.066258907318115, 'learning_rate': 9.701234567901235e-05, 'epoch': 1.55}
{'loss': 3.0769, 'grad_norm': 6.503936290740967, 'learning_rate': 9.695061728395062e-05, 'epoch': 1.55}
{'loss': 2.5256, 'grad_norm': 5.0252909660339355, 'learning_rate': 9.68888888888889e-05, 'epoch': 1.55}
{'loss': 2.8927, 'grad_norm': 5.368664264678955, 'learning_rate': 9.682716049382716e-05, 'epoch': 1.55}
{'loss': 2.9403, 'grad_norm': 4.022599697113037, 'learning_rate': 9.676543209876545e-05, 'epoch': 1.55}
{'loss': 2.7457, 'grad_norm': 3.5631232261657715, 'learning_rate': 9.67037037037037e-05, 'epoch': 1.55}
{'loss': 3.0223, 'grad_norm': 4.767518520355225, 'learning_rate': 9.664197530864198e-05, 'epoch': 1.55}
{'loss': 2.9003, 'grad_norm': 5.9318132400512695, 'learning_rate': 9.658024691358025e-05, 'epoch': 1.55}
{'loss': 3.9107, 'grad_norm': 4.00067663192749, 'learning_rate': 9.651851851851851e-05, 'epoch': 1.55}
{'loss': 2.7622, 'grad_norm': 5.223605632781982, 'learning_rate': 9.64567901234568e-05, 'epoch': 1.55}
{'loss': 2.0477, 'grad_norm': 3.0932250022888184, 'learning_rate': 9.639506172839506e-05, 'epoch': 1.56}
{'loss': 3.0535, 'grad_norm': 7.901895999908447, 'learning_rate': 9.633333333333335e-05, 'epoch': 1.56}
{'loss': 2.9297, 'grad_norm': 6.4299092292785645, 'learning_rate': 9.627160493827161e-05, 'epoch': 1.56}
{'loss': 3.0703, 'grad_norm': 9.82766342163086, 'learning_rate': 9.620987654320988e-05, 'epoch': 1.56}
{'loss': 3.0511, 'grad_norm': 4.878182411193848, 'learning_rate': 9.614814814814816e-05, 'epoch': 1.56}
{'loss': 2.728, 'grad_norm': 5.1068549156188965, 'learning_rate': 9.608641975308642e-05, 'epoch': 1.56}
{'loss': 2.6121, 'grad_norm': 4.518481254577637, 'learning_rate': 9.60246913580247e-05, 'epoch': 1.56}
{'loss': 2.894, 'grad_norm': 5.080348491668701, 'learning_rate': 9.596296296296296e-05, 'epoch': 1.56}
{'loss': 2.6731, 'grad_norm': 6.923649787902832, 'learning_rate': 9.590123456790124e-05, 'epoch': 1.56}
{'loss': 3.4192, 'grad_norm': 5.944960594177246, 'learning_rate': 9.583950617283951e-05, 'epoch': 1.56}
{'loss': 2.9248, 'grad_norm': 7.135940074920654, 'learning_rate': 9.577777777777777e-05, 'epoch': 1.56}
{'loss': 2.8745, 'grad_norm': 5.599444389343262, 'learning_rate': 9.571604938271606e-05, 'epoch': 1.57}
{'loss': 2.5759, 'grad_norm': 5.680606842041016, 'learning_rate': 9.565432098765432e-05, 'epoch': 1.57}
{'loss': 3.0974, 'grad_norm': 4.421505928039551, 'learning_rate': 9.55925925925926e-05, 'epoch': 1.57}
{'loss': 2.8954, 'grad_norm': 4.694873809814453, 'learning_rate': 9.553086419753087e-05, 'epoch': 1.57}
{'loss': 2.9393, 'grad_norm': 5.451996326446533, 'learning_rate': 9.546913580246914e-05, 'epoch': 1.57}
{'loss': 2.672, 'grad_norm': 6.021378040313721, 'learning_rate': 9.540740740740741e-05, 'epoch': 1.57}
{'loss': 3.2511, 'grad_norm': 6.004204750061035, 'learning_rate': 9.534567901234567e-05, 'epoch': 1.57}
{'loss': 2.5029, 'grad_norm': 10.419918060302734, 'learning_rate': 9.528395061728396e-05, 'epoch': 1.57}
{'loss': 2.3829, 'grad_norm': 7.493120193481445, 'learning_rate': 9.522222222222222e-05, 'epoch': 1.57}
{'loss': 3.4791, 'grad_norm': 6.051782131195068, 'learning_rate': 9.51604938271605e-05, 'epoch': 1.57}
  warnings.warn(                                  
{'eval_loss': 2.7310755252838135, 'eval_runtime': 413.3296, 'eval_samples_per_second': 1.452, 'eval_steps_per_second': 1.452, 'epoch': 1.57}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                  
{'loss': 3.0824, 'grad_norm': 4.181055545806885, 'learning_rate': 9.509876543209877e-05, 'epoch': 1.57}
{'loss': 2.2693, 'grad_norm': 6.675682544708252, 'learning_rate': 9.503703703703704e-05, 'epoch': 1.58}
{'loss': 2.689, 'grad_norm': 5.390361309051514, 'learning_rate': 9.497530864197532e-05, 'epoch': 1.58}
{'loss': 2.636, 'grad_norm': 3.8234004974365234, 'learning_rate': 9.491358024691358e-05, 'epoch': 1.58}
{'loss': 3.3889, 'grad_norm': 9.33552074432373, 'learning_rate': 9.485185185185187e-05, 'epoch': 1.58}
{'loss': 2.7693, 'grad_norm': 3.600109100341797, 'learning_rate': 9.479012345679013e-05, 'epoch': 1.58}
{'loss': 2.7713, 'grad_norm': 4.690422058105469, 'learning_rate': 9.47283950617284e-05, 'epoch': 1.58}
{'loss': 3.2117, 'grad_norm': 5.44545841217041, 'learning_rate': 9.466666666666667e-05, 'epoch': 1.58}
{'loss': 3.1906, 'grad_norm': 4.4838786125183105, 'learning_rate': 9.460493827160495e-05, 'epoch': 1.58}
{'loss': 3.2517, 'grad_norm': 4.761634826660156, 'learning_rate': 9.454320987654322e-05, 'epoch': 1.58}
{'loss': 2.416, 'grad_norm': 4.831271648406982, 'learning_rate': 9.448148148148148e-05, 'epoch': 1.58}
{'loss': 2.4209, 'grad_norm': 5.4223313331604, 'learning_rate': 9.441975308641975e-05, 'epoch': 1.59}
{'loss': 2.9732, 'grad_norm': 5.037059307098389, 'learning_rate': 9.435802469135803e-05, 'epoch': 1.59}
{'loss': 2.6062, 'grad_norm': 3.696164131164551, 'learning_rate': 9.42962962962963e-05, 'epoch': 1.59}
{'loss': 3.1977, 'grad_norm': 4.831305980682373, 'learning_rate': 9.423456790123458e-05, 'epoch': 1.59}
{'loss': 2.9358, 'grad_norm': 9.262514114379883, 'learning_rate': 9.417283950617284e-05, 'epoch': 1.59}
{'loss': 3.1855, 'grad_norm': 4.4839043617248535, 'learning_rate': 9.411111111111111e-05, 'epoch': 1.59}
{'loss': 3.0085, 'grad_norm': 6.485188961029053, 'learning_rate': 9.404938271604938e-05, 'epoch': 1.59}
{'loss': 2.6689, 'grad_norm': 4.4732985496521, 'learning_rate': 9.398765432098766e-05, 'epoch': 1.59}
{'loss': 3.1959, 'grad_norm': 4.069614887237549, 'learning_rate': 9.392592592592593e-05, 'epoch': 1.59}
{'loss': 2.9822, 'grad_norm': 6.547396659851074, 'learning_rate': 9.38641975308642e-05, 'epoch': 1.59}
{'loss': 3.2673, 'grad_norm': 5.032817363739014, 'learning_rate': 9.380246913580248e-05, 'epoch': 1.59}
{'loss': 3.3008, 'grad_norm': 3.9359028339385986, 'learning_rate': 9.374074074074074e-05, 'epoch': 1.6}
{'loss': 2.6041, 'grad_norm': 6.272861480712891, 'learning_rate': 9.367901234567901e-05, 'epoch': 1.6}
{'loss': 3.7164, 'grad_norm': 9.193404197692871, 'learning_rate': 9.361728395061729e-05, 'epoch': 1.6}
{'loss': 2.78, 'grad_norm': 7.724045276641846, 'learning_rate': 9.355555555555556e-05, 'epoch': 1.6}
{'loss': 2.9029, 'grad_norm': 6.066655158996582, 'learning_rate': 9.349382716049383e-05, 'epoch': 1.6}
{'loss': 3.2737, 'grad_norm': 4.795244216918945, 'learning_rate': 9.343209876543211e-05, 'epoch': 1.6}
{'loss': 3.4026, 'grad_norm': 32.369651794433594, 'learning_rate': 9.337037037037037e-05, 'epoch': 1.6}
{'loss': 2.7857, 'grad_norm': 4.244955062866211, 'learning_rate': 9.330864197530864e-05, 'epoch': 1.6}
{'loss': 3.0209, 'grad_norm': 7.400398254394531, 'learning_rate': 9.324691358024692e-05, 'epoch': 1.6}
{'loss': 2.8201, 'grad_norm': 5.042361259460449, 'learning_rate': 9.318518518518519e-05, 'epoch': 1.6}
{'loss': 3.149, 'grad_norm': 5.601799488067627, 'learning_rate': 9.312345679012346e-05, 'epoch': 1.6}
{'loss': 2.5652, 'grad_norm': 5.0186872482299805, 'learning_rate': 9.306172839506174e-05, 'epoch': 1.61}
{'loss': 2.6358, 'grad_norm': 7.304718494415283, 'learning_rate': 9.300000000000001e-05, 'epoch': 1.61}
{'loss': 2.7031, 'grad_norm': 8.917459487915039, 'learning_rate': 9.293827160493827e-05, 'epoch': 1.61}
{'loss': 2.5523, 'grad_norm': 4.850688457489014, 'learning_rate': 9.287654320987654e-05, 'epoch': 1.61}
{'loss': 2.9725, 'grad_norm': 6.843498229980469, 'learning_rate': 9.281481481481482e-05, 'epoch': 1.61}
{'loss': 3.3991, 'grad_norm': 5.0911970138549805, 'learning_rate': 9.275308641975309e-05, 'epoch': 1.61}
{'loss': 3.1414, 'grad_norm': 6.305418491363525, 'learning_rate': 9.269135802469137e-05, 'epoch': 1.61}
{'loss': 2.5126, 'grad_norm': 5.243459224700928, 'learning_rate': 9.262962962962963e-05, 'epoch': 1.61}
{'loss': 3.1137, 'grad_norm': 5.244443416595459, 'learning_rate': 9.256790123456791e-05, 'epoch': 1.61}
{'loss': 2.8941, 'grad_norm': 6.111240386962891, 'learning_rate': 9.250617283950617e-05, 'epoch': 1.61}
{'loss': 3.1475, 'grad_norm': 4.940302848815918, 'learning_rate': 9.244444444444445e-05, 'epoch': 1.61}
{'loss': 2.4692, 'grad_norm': 7.881680011749268, 'learning_rate': 9.238271604938272e-05, 'epoch': 1.62}
{'loss': 2.4609, 'grad_norm': 4.3132710456848145, 'learning_rate': 9.2320987654321e-05, 'epoch': 1.62}
{'loss': 2.5294, 'grad_norm': 4.485293865203857, 'learning_rate': 9.225925925925927e-05, 'epoch': 1.62}
{'loss': 2.7917, 'grad_norm': 5.635692596435547, 'learning_rate': 9.219753086419753e-05, 'epoch': 1.62}
{'loss': 3.1382, 'grad_norm': 5.038393020629883, 'learning_rate': 9.213580246913582e-05, 'epoch': 1.62}
{'loss': 3.3588, 'grad_norm': 8.705188751220703, 'learning_rate': 9.207407407407408e-05, 'epoch': 1.62}
{'loss': 2.8526, 'grad_norm': 4.309686183929443, 'learning_rate': 9.201234567901235e-05, 'epoch': 1.62}
{'loss': 3.2428, 'grad_norm': 5.303527355194092, 'learning_rate': 9.195061728395062e-05, 'epoch': 1.62}
{'loss': 2.9877, 'grad_norm': 5.70243501663208, 'learning_rate': 9.188888888888888e-05, 'epoch': 1.62}
{'loss': 2.443, 'grad_norm': 5.087866306304932, 'learning_rate': 9.182716049382717e-05, 'epoch': 1.62}
{'loss': 2.6647, 'grad_norm': 4.353459358215332, 'learning_rate': 9.176543209876543e-05, 'epoch': 1.62}
{'loss': 3.8098, 'grad_norm': 8.797650337219238, 'learning_rate': 9.17037037037037e-05, 'epoch': 1.63}
{'loss': 2.7579, 'grad_norm': 6.001735210418701, 'learning_rate': 9.164197530864198e-05, 'epoch': 1.63}
{'loss': 2.5777, 'grad_norm': 7.7805681228637695, 'learning_rate': 9.158024691358025e-05, 'epoch': 1.63}
{'loss': 3.0734, 'grad_norm': 5.685632705688477, 'learning_rate': 9.151851851851853e-05, 'epoch': 1.63}
{'loss': 2.9647, 'grad_norm': 4.1368865966796875, 'learning_rate': 9.145679012345679e-05, 'epoch': 1.63}
{'loss': 2.6636, 'grad_norm': 3.3984580039978027, 'learning_rate': 9.139506172839508e-05, 'epoch': 1.63}
{'loss': 2.1938, 'grad_norm': 5.3962202072143555, 'learning_rate': 9.133333333333334e-05, 'epoch': 1.63}
{'loss': 2.9272, 'grad_norm': 3.922544240951538, 'learning_rate': 9.127160493827161e-05, 'epoch': 1.63}
{'loss': 2.5599, 'grad_norm': 5.884434223175049, 'learning_rate': 9.120987654320988e-05, 'epoch': 1.63}
{'loss': 3.0422, 'grad_norm': 4.4453911781311035, 'learning_rate': 9.114814814814814e-05, 'epoch': 1.63}
{'loss': 2.5715, 'grad_norm': 9.046330451965332, 'learning_rate': 9.108641975308643e-05, 'epoch': 1.64}
{'loss': 2.4413, 'grad_norm': 6.169969081878662, 'learning_rate': 9.102469135802469e-05, 'epoch': 1.64}
{'loss': 3.2527, 'grad_norm': 6.632936000823975, 'learning_rate': 9.096296296296298e-05, 'epoch': 1.64}
{'loss': 2.7189, 'grad_norm': 7.0682878494262695, 'learning_rate': 9.090123456790124e-05, 'epoch': 1.64}
{'loss': 2.824, 'grad_norm': 4.396236896514893, 'learning_rate': 9.083950617283951e-05, 'epoch': 1.64}
{'loss': 2.6759, 'grad_norm': 5.213594913482666, 'learning_rate': 9.077777777777779e-05, 'epoch': 1.64}
{'loss': 2.4305, 'grad_norm': 7.373874187469482, 'learning_rate': 9.071604938271605e-05, 'epoch': 1.64}
{'loss': 2.3225, 'grad_norm': 4.950918197631836, 'learning_rate': 9.065432098765433e-05, 'epoch': 1.64}
{'loss': 3.1587, 'grad_norm': 4.767470359802246, 'learning_rate': 9.05925925925926e-05, 'epoch': 1.64}
{'loss': 3.7788, 'grad_norm': 10.5382719039917, 'learning_rate': 9.053086419753087e-05, 'epoch': 1.64}
{'loss': 3.3818, 'grad_norm': 5.161168098449707, 'learning_rate': 9.046913580246914e-05, 'epoch': 1.64}
{'loss': 2.9432, 'grad_norm': 4.257346153259277, 'learning_rate': 9.04074074074074e-05, 'epoch': 1.65}
{'loss': 3.073, 'grad_norm': 6.355772495269775, 'learning_rate': 9.034567901234569e-05, 'epoch': 1.65}
{'loss': 2.6502, 'grad_norm': 5.635276794433594, 'learning_rate': 9.028395061728395e-05, 'epoch': 1.65}
{'loss': 2.7476, 'grad_norm': 4.293457984924316, 'learning_rate': 9.022222222222224e-05, 'epoch': 1.65}
{'loss': 3.0829, 'grad_norm': 5.08678674697876, 'learning_rate': 9.01604938271605e-05, 'epoch': 1.65}
{'loss': 2.8048, 'grad_norm': 6.449868679046631, 'learning_rate': 9.009876543209877e-05, 'epoch': 1.65}
{'loss': 3.2261, 'grad_norm': 8.194217681884766, 'learning_rate': 9.003703703703704e-05, 'epoch': 1.65}
{'loss': 2.3642, 'grad_norm': 3.6655795574188232, 'learning_rate': 8.99753086419753e-05, 'epoch': 1.65}
{'loss': 3.2975, 'grad_norm': 4.515170574188232, 'learning_rate': 8.991358024691359e-05, 'epoch': 1.65}
{'loss': 3.3272, 'grad_norm': 8.188777923583984, 'learning_rate': 8.985185185185185e-05, 'epoch': 1.65}
{'loss': 2.7615, 'grad_norm': 5.5625104904174805, 'learning_rate': 8.979012345679013e-05, 'epoch': 1.65}
{'loss': 2.9828, 'grad_norm': 5.724912166595459, 'learning_rate': 8.97283950617284e-05, 'epoch': 1.66}
{'loss': 2.7814, 'grad_norm': 3.657858371734619, 'learning_rate': 8.966666666666666e-05, 'epoch': 1.66}
{'loss': 2.3039, 'grad_norm': 5.882882118225098, 'learning_rate': 8.960493827160495e-05, 'epoch': 1.66}
{'loss': 3.0268, 'grad_norm': 5.180421352386475, 'learning_rate': 8.954320987654321e-05, 'epoch': 1.66}
{'loss': 2.9543, 'grad_norm': 6.190537929534912, 'learning_rate': 8.94814814814815e-05, 'epoch': 1.66}
{'loss': 3.0431, 'grad_norm': 4.326825141906738, 'learning_rate': 8.941975308641975e-05, 'epoch': 1.66}
{'loss': 2.7306, 'grad_norm': 5.474342346191406, 'learning_rate': 8.935802469135803e-05, 'epoch': 1.66}
{'loss': 2.6372, 'grad_norm': 3.7912588119506836, 'learning_rate': 8.92962962962963e-05, 'epoch': 1.66}
{'loss': 2.8797, 'grad_norm': 5.447854518890381, 'learning_rate': 8.923456790123456e-05, 'epoch': 1.66}
{'loss': 2.9538, 'grad_norm': 10.658883094787598, 'learning_rate': 8.917283950617285e-05, 'epoch': 1.66}
{'loss': 2.6526, 'grad_norm': 5.099297523498535, 'learning_rate': 8.911111111111111e-05, 'epoch': 1.66}
{'loss': 2.6338, 'grad_norm': 7.108786582946777, 'learning_rate': 8.904938271604938e-05, 'epoch': 1.67}
{'loss': 2.8077, 'grad_norm': 4.27125883102417, 'learning_rate': 8.898765432098766e-05, 'epoch': 1.67}
  warnings.warn(                                  
{'eval_loss': 2.7207019329071045, 'eval_runtime': 413.9856, 'eval_samples_per_second': 1.449, 'eval_steps_per_second': 1.449, 'epoch': 1.67}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
